肖申克的救赎 The Shawshank Redemption,9.7,全部 345005 条,"“这是一部男人必看的电影。”人人都这么说。但单纯从性别区分，就会让这电影变狭隘。《肖申克的救赎》突破了男人电影的局限，通篇几乎充满令人难以置信的温馨基调，而电影里最伟大的主题是“希望”。
黑客帝国 The Matrix,9.0,全部 70016 条,"果真没让我失望~频频赞叹1999年人家的思维人家的意识 而咱都2012了还是爱构思古装穿越剧。。。
真是沧海桑田：那时候基努-里维斯还是清瘦小嫩肉，沃卓斯基姐弟还是沃卓斯基兄弟，诺基亚还是业界老大。
看得我满面春光！！
为数不多看不懂的电影
黑格尔的异化理论，事物发展到一定阶段会异化出与之相对的异己，异己的发展会最终替代本体，人发明机器，最终被机器所替代。"
猫鼠游戏 Catch Me If You Can,9.0,全部 86633 条,"这结局还真是没想到！绝不浪费一个人才！疏忽+牛B this is all
简直就是《华尔街之狼》的前传。PS：K两礼拜书就能从小白考到各种执照，跪服....这样的天才，为非作歹必为大盗，秉公执法必为大侠，无论怎样人生都是闪亮亮的，再次跪服......PS：结尾说的是--人生难得好基友，何必天涯胜旅。
诚实的人最自信，所以——我会尽量让自己不那么害怕。精彩绝伦的猫鼠游戏，现实比电影还牛叉闪闪，斯皮尔伯格真是拍传记片的天才！
非常好看，里面有很多有意思的经典桥段，看到小李子装同行骗过汤姆非常刺激，李子的美貌在这部电影中还是表现的挺淋漓尽致的，尤其是穿机长服时，简直帅爆
小李美哭。其实这是个很温暖的故事。一个骗子，一个FBI，一个任性的孩子，一个善良的人。"
钢琴家 The Pianist,9.1,全部 55763 条,"“我有件更暖的。”----Wilm Hosenfeld
爲何我會很憐憫那個納粹士官，至少他是鋼琴家的知音。
如今这个民族仍然在继续受苦，苍天无眼
可能因为刚看了拯救大兵，所以难免的觉得这里描述的世界太干净了．是的，即使你已经觉得很残忍了，它还是太干净漂亮了一点．但是我还是非常喜欢这部电影，．只要那些温暖的东西在，就好了，尽管战争的事实，实际上是要残酷得多的．
有些电影，你仿佛能看到导演在摆动机位，演员在背台词。但又还有些电影，你完全交出了自我，跟着电影走，不知接下来发生什么，因为你已相信这一切都是真实的。"
本杰明·巴顿奇事 The Curious Case of Benjamin Button,8.9,全部 116946 条,"阿甘正传+大鱼+摩托日记+罗拉快跑+千岁情人+第六感生死恋
其实也是有感动，感动的点很奇妙。
前半部太冗长了，我现在对这些都市童话不大有耐心了。也许我老了
很好,四平八稳,只是没有惊喜.
哇被两个女王睡过的男人，简直可以说是Holy cock了"
看不见的客人 Contratiempo,8.8,全部 183251 条,"开。车。的。时。候。不。要。谈。情。说。爱！ 系。好。安。全。带！（认真脸）
剧本太精彩，处处伏笔，层层反转，虚实交错，暗潮涌动。自作聪明的往往一败涂地，不动声色的才能笑到最后。
2015年看的《罪恶之家》，2016年看的《完美陌生人》，2017年看的《看不见的客人》，共通之处就是利用剧作上的巧合和人性的叵测，将一个充满黑色悬疑的精彩故事有条不紊地讲述出来，虽然过程中猜测出女律师古德曼的身份，但劳拉却并非我预测地来个《大卫·戈尔的一生》的自我救赎……人言可畏亦难信？！
8.7分真过誉了，IMDb7.9都偏高。与《谜一样的双眼》《消失的爱人》《一级恐惧》《非常嫌疑犯》等同类比都有所不如，刻意于情节的twist，对主题和角色都缺乏发掘展开（女主小三都没给出确定性格，完全功能角色）。看后缺乏回味，生硬和缺乏逻辑的地方很多。咱这儿还真喜欢这种看似烧脑、高智商的片子。
调度上有种将阿加莎小说当代化的直感 谷仓之冰和密室的三重解答亦是对黄金时代的致敬 拍推理片需要的是娓娓道来 不急不缓的叙述 以及临近收尾时暴风骤雨般地揭晓真相 本片都做到了 虽然对于非脸盲症而言这个最早来自莎士比亚的诡计略显累赘 讲义系列若拍成电影 要的也是这种感觉"
让子弹飞,8.8,全部 191304 条,"因为对《让子弹飞》吹捧得无耻到惊世骇俗的地步，本短评已被和谐。
姜文的个人英雄式表达，但拍得流畅热闹，复杂的剧情细节之下，是他坚持的自我，但与鬼子来了相比，他更懂得如何掩藏自己挑战的野心，这些野心都掩藏在了一流的喜剧功夫上。
承认爆米花式的好看不行么？别分析政治隐喻了不如去分析下百年孤独更给力。这次是冯小刚式的姜文，不是国产大师不是救世主，他是凡客。。。
说姜文用力过猛的  那只能说明您受功不够 受用不起！影志老师在各方压力下更新短评 缓和了语气“姜文导演作品里最差的，远不如《阳光灿烂》和《鬼子来了》。”  难道这也是打一星的理由？您明知道阳光灿烂和鬼子来了都是中国影史经典  难道在您看来不如经典就是一星？！牛掰就别改短评！
要是姜文拍完这部电影就宣布退休，他会被封神。"
海豚湾 The Cove,9.3,全部 58249 条,"我想知道的是 大地村那里的海豚屠宰场现在怎样？关闭了没有？当地的渔民是否还以屠宰海豚谋生？
看完确实很难受 但是其它被食用残杀的动物就因为比海豚低贱么...我也没办法真的素食主义..更别扭
看关于环保，动保的纪录片的最大意义就是转化为自身的行动。现在这种片子很多，如果看到10部你还没素食我怀疑你是不是要人格分裂了。
平庸得不能再平庸的纪录片。当然，我是指的影片本身。如果算上纪录片搞笑的逻辑的话，我们只能说，这世界充满了一批悲天悯人的无知者，一群道貌岸然的伪善者和一些聪明狡猾的叙述者。
自己在家里看都能鼓掌"
西西里的美丽传说 Malèna,8.9,全部 115348 条,"原来男孩子青春期是这个样子地，原来女人美丽起来是这个样子地，原来登徒子的沉默和中年妇女的疯狂是这个样子地……
即使美丽也不能太招摇，招摇总会惹来悲惨的下场。男人在小的时候都喜欢成熟的女人吗？那为什么长大了却又喜欢小姑娘？......
贝鲁奇实在太美！连咪咪都美得人神共愤！男孩视角不能更动人。我们的历史总是在动荡年代，挑出一两位绝色女性，用她们的绛唇妆点狼烟，然后任之委弃风尘...
每個人在他最純真的歲月裡全身心愛上的那個人總是最難忘的，然而在她最無助的時候竟然沒有人挺身而出
从13岁男孩眼里看到了人性的丑陋不堪，对特别美丽，又无所依傍的玛莲娜任意伤害，把她逼到绝境，不得已成为妓女，战后更是残酷暴虐把她逼离小镇，讽刺的是当一朵鲜花零落成泥后，她再一次和丈夫回到小镇时又用友善的一面对待。她终于不再美丽，不是异类，对她们没有威胁，沦为和她们同样普通。"
情书 Love Letter,8.9,全部 140300 条,"那些没有开口的告白，最终还是让你听见了。
翻过来的卡片，肖像，是初恋回忆的完美情书
这个人偷偷爱了你大半辈子
很久很久以前，电视上放了一个电影，我只看到一个镜头，是一个男生站在窗边读书。后来又过了很久，数字电视出现了，点播里有一个叫情书的电影，打开来，很巧的是，又是那个记忆里的男生在窗边读书。我听了这部电影很多年却没有看，今天看完了，又看到熟悉的那个场景，哦，原来那就是藤井树阿。
永远忘不了柏原崇倚在窗口的样子，他拿着一本书，低着头看，窗帘在他身后轻轻飘荡，抬起头，我看到了这个世纪末的美少年的干净美好。《情书》的就是经典的岩井俊二摄影风格，此后很多爱情片都有借鉴他的取景和摄影风格。"
拯救大兵瑞恩 Saving Private Ryan,9.0,全部 51930 条,"战争电影No1，美利坚精神输出大片。
我心目中的永恒经典。不知道集结号借用了他多少情节。反正不少。
其实……我并不赞同这部片子所宣扬的精神……
让我感动得哭了.
不论你如何唾弃，这就是美国！这就是人性！冒着损失一个小队代价的风险，也不能让一个母亲一天接到第四份阵亡通知书。影片开头的抢滩登陆极其写实，让人有种观看纪录片的错觉。近结尾 汤姆·汉克斯用手枪盲目下意识射击坦克最后竟然真的击爆的情节让人倍感希望。"
小鞋子 بچههای آسمان,9.2,全部 53220 条,"没有一点刻意、展览、景观，老老实实地拍，可就是能抓人，令人反思——电影真的需要那些东西么？最后那个金鱼池的场景甚至带点禅意，又那么平凡朴实，让整个片子顿时通透明澈，怎么会这么好！
去年从以色列乘车去巴勒斯坦，一过国界线简直是两个世界。犹太人的地方干净富裕，阿拉伯城市就垃圾满地，乌鸦乱飞。很多小孩子拿着矿泉水和粗糙的纪念品追着我们叫卖，都是长睫毛大眼睛很漂亮的孩子。晚上看新闻，巴勒斯坦又被战机轰炸死了70多个人，真他妈难受的什么也不想说了。
最纯的电影
一点儿都不造作的那种 
很少接触伊朗电影，这个是在CCTV-6看的。拍得很纯真，很感人~~"
音乐之声 The Sound of Music,9.0,全部 47087 条,"不知看过多少遍的经典 阿尔卑斯山脚美如画 纯真美好得不行
主题的音乐很好听，但可能是距离现在太久了，不太符合现在人的审美，感觉还好吧。
雪绒花这首歌太熟悉了，玛利亚老师真的是一个与众不同的家教老师，她用她的爱她的音乐感染了上校一家，让原本枯燥无味的家变的活泼充满音乐和欢笑的家，真的是一部很经典的片子
会好看的电影，音乐非常好听，男主角的小孩真多啊！好可爱
我是先喜欢里面的一首歌才来看这个电影的。里面的歌舞不错，故事也挺正能量的，如果老师都用爱来教育培养孩子，那孩子们就太幸福了。"
美国往事 Once Upon a Time in America,9.2,全部 55725 条,"他的一生，是关于几个出生入死的兄弟，和一个美轮美奂的姑娘
兄弟如垫背黑一枪，女人如蛋糕揩一块，美国梦一场滑一跤，往事烟一口笑一笑
两场强暴戏毕竟是吃不消，男性的传奇之路上似乎最少不得的就是美丽而无人格的女性牺牲品
一定要有耐心去看完的电影.又是时间,又是时间里丢失的东西.有一些伤感.
如果有一部黑帮片能和《教父》比肩，在我心里它只能是《美国往事》"
穿条纹睡衣的男孩 The Boy in the Striped Pajamas,9.1,全部 68718 条,"最后他成为了穿条纹睡衣的男孩。
你还当这是一场游戏么？
我一直以为会有传统电影中“最后一分钟营救”的那种结局，我一直理所当然地认为主角不死的光环会在这个男孩的身上，以至于看到最后一幕后我很久都没法接受。说到底这是一部纳粹电影。
如果有个惊喜的结局，犹太人反而会被妖魔化
我觉得它并不比[辛]差，不是只有透过大社会看战争才是正统的片子。父亲就算是纳粹也爱自己的妻子小孩，母亲做为女性心软，青少年容易被骟动，而什么都不知道的小孩只能接受大人给他灌输的知识。我觉得这些都是可以理解的，并不是“刻板”“形像化”的。最后的长镜头看了几遍"
致命魔术 The Prestige,8.9,全部 103095 条,"他选择了和他妻子一样的死法。100次。
这个片子有两个败点，其一：模式天才的胞弟出现太过唐突，显得有些老套；其二：用科幻成分作为支点，略显编剧底气不足。不过整体看来，属于上乘之作。
说穿了不管是孪生兄弟还是复制人，让他们对舞台上的成功如此痴迷的不过是观众脸上惊奇的表情和如雷的掌声。当我们一直生活在需要别人给予肯定的怪圈之下，我们就迷失了当初的自己。
情节悬疑，叙事精巧，主题丰富，背景深厚。简直为完美之作。
诺兰牛比阿"
七宗罪 Se7en,8.8,全部 96518 条,"结局真的很惊人。惨绝人寰……
结局让我喜欢这部电影
色调太深沉，纽约的雨一直下，混乱的街区，血腥的现场。
有些画面好恶心，分2天看完的，特别喜欢老警察，演技台词都是一流的。
还有万万没想到的结局。

那么，学会克制，远离se7en sins
这才是高智商电影行吗，剧中人物比其他悬疑片人物智商高多了……整部片子气氛很好，解密的话可能不够刺激，不过刺激的话就不是芬奇了，芬奇的电影一直就是这么冷冰冰的没有生气。"
低俗小说 Pulp Fiction,8.8,全部 104332 条,"一边聊天一边看，最后发现我竟然没看懂……反而特想吃汉堡……
太正点了，那妞。。。

怎么会有人说这部电影不好？五年间我看了至少六七遍，它是这么好玩而且嚼劲十足，开心得让人觉得在读一本好小说，昆丁是个很赞的story teller，这不就够了吗。
昆汀有三宝，恋足，逼叨，配乐屌。
不要在上厕所的时候看书  不要过量吸毒 不要把枪放在厕所门口"
绿皮书 Green Book,8.9,全部 259716 条,"绝对是今年tiff我看过的最有意思的一部电影，全场笑声掌声就没停过。节奏欢快，情节有趣又不失深度。V叔扮演的来自Bronx街头的意大利裔司机和Ali扮演的受高等教育的黑人音乐家碰撞出令人惊喜的火花，二人从纽约一路向南巡演，然而越向南种族歧视也越来越严重。导演用一种巧妙的角度向观众展示了当时的不公以及音乐家内心的纠葛。尽管他从小就在不同的重要场合表演，然而最尽兴的一次却是在圣诞前夕的一个黑人小酒吧。...
肤色、阶层、性格和性取向天差地远的两个男人，因为音乐而结缘，因为公路旅行而成为一生朋友。有时候才华并不够，还需要勇敢，推倒心中那面墙才能开门见山。电影就像一颗绿色小石子，投入黑白分明的美国社会，激起轻小而美丽的涟漪。虽然有刻意营造的温暖感，但我就是愿意买单~！
Mahershala說片子里某個根本不會被人注意到的佈景里的某塊石頭或許就是V撿的。他說V在拍攝的時候，一直留心撿很漂亮的石頭，撿到了就拿給導演說：看，把這塊石頭放在背景里會有多好看
說到電影里的部分，他可能增肥了有二三十斤，從來沒見過他有那麼大的肚腩（現在似乎已經減回來了）。今天在看V表演時，大部分的時間，我忘了他是Viggo，他就是那樣一個沒文化又油滑、滿嘴跑火車的司機。
僅僅偶爾偶爾有幾個他...
今年看过最好的剧情片之一。剧本扎实，细节充实，表演到位。颇有《为黛西小姐开车》和《触不可及》的意味，但又因为主角角色的互换，在特定的时代和地域里散发出更强的乐趣。
四平八稳的片子，精致的套路，一路都是能想到的通俗剧情，基本没有什么大的起伏，主要看演员，明知道是屡试不爽的美式套路，你还会微微感动，也许这就是好莱坞厉害的地方之一。"
沉默的羔羊 The Silence of the Lambs,8.8,全部 79644 条,"如果汉尼拜尔教授不整天嘴上念叨着吃人，和他共进晚餐一定是世界上最迷人的事情。★★★★★
周黑鸭的毛豆不如绝味的好吃。。。
棒就一字，看完后记住那句话“勇敢的克拉丽斯，如果有一天你的羔羊停止了尖叫，你会来告诉我吗？”
安东尼·霍普金斯的顶级表演~~
手指触碰的镜头好美！"
蝴蝶效应 The Butterfly Effect,8.8,全部 103111 条,"我们每个人，都会幻想能够改变过去使目前的状态更好些，或者希望过另一种生活成为另一个人，这部电影反映的就是这种想法以及假如我们真这样做的结果。埃文不停的改变过去的选择，希望能够找到一个完美的未来。可事与愿违，往往导致更加悲剧化的结尾。人类对自己的认识一度忘乎所以，以为自己就是上帝，而最终仍将认识到自然的种种限制，但正是这种限制，体现了生命的意义、抉择和努力的意义。当我们回首往事，自然会对以往的错误感...
每一次的选择已经是最好的选择了。改变未必是优化。
尽管有破绽,但是构思的巧妙和创新足以弥补,不能用科学的角度来分析艺术
人的命运被自己瞬间的抉择改变。
这部片一定要看导演剪辑版！最后的胎儿简直震撼人心！！！然后还特地追了几个不同版本的结局，其实也挺各有千秋的！"
被嫌弃的松子的一生 嫌われ松子の一生,8.9,全部 134118 条,"她不明白人生失败的根源就是全身心地投入舍弃自尊来博得并不值得拥有的所谓爱
用喜剧的手法来拍一部悲剧
你会发现最后笑得前仰后合
而眼里却挂满了泪水
【就算被打，也比孤独一人好】如果单拎出一段来看，一定会被浓烈的色彩、童话般的氛围和OST给骗了，其实这是一个在讲述“破碎”的故事，为了取悦别人松子不断的付出着钱财肉体灵魂乃至一切，可生活的变故却让她不断的破灭破灭再破灭，但她还是一次次站起来了，为松子鼓掌，操他妈的生活。
不过想说所谓爱情以及生活远没有那么崇高，把愚昧夸大成宽容和勇敢令人深感无趣。
极度艳丽如舞台剧一般的画面，极其难以做出的表情，表面上看极为悲惨的人生——但实际也正如乌兹别克斯坦女孩所说，人的价值不在乎得到多少，而在于付出多少：如此看来，松子的人生真的是丰富多彩的幸福，残缺正是作为人所应有的，总之彪悍的人生不需要解释。OST超赞的....^^但影片结尾略冗长"
春光乍泄 春光乍洩,8.9,全部 84801 条," 张国荣死后，有一个女荣迷，在网上发了一片贴子，说到自己看到梁朝伟的情形，有一次梁朝伟到内地来演出，等演出完毕后她守在他出门的必经之路，等看到他和一群人走来，她便大声的哭喊道：“黎耀辉，你还记不记得何宝荣？”梁朝伟听到她的喊叫，停下来，朝她这个方向看来，然后点了点头，急匆匆地走了
光棍节给自己准备的电影《春光乍泄》，根本就是找虐。。。。黎耀辉简直是八心八箭4个9的纯GAY，极品中的极品，GAY中的爱马仕，GAY中的劳力士，GAY中的劳斯莱斯，上下5000年不可多得的尤物！！！我想变男人要这样的男朋友啊啊啊啊
总是觉得，站在瀑布下的应该是两个人。
摄影助理 黎耀辉 何宝荣，王家卫你太坏了
感情说穿了 一人挣脱的 一人去捡"
禁闭岛 Shutter Island,8.8,全部 110507 条,"非阴谋结局 泰迪确实病了 最后泰迪是被治好了 但他不愿活在痛苦中 因而假装自己又犯病了而去做切除手术
所有人都陪你玩，你好牛逼
好吧，其实这是部*绝*对*不*能*剧*透*的电影。恩！
高中的时候曾和同桌讨论过。如果全班一齐撒一个谎可不可以把班主任搞到精分。
实在是看得我直犯晕。看了两遍，第一遍觉得男主本身就是个疯子，第二遍又觉得他没疯……他到底疯没疯我是不知道了，我感觉我快要疯了。"
心灵捕手 Good Will Hunting,8.9,全部 81197 条,"经历没有埋没我的才华，却抹杀了我应有的自信，我被吓坏了，成长出一腔的狂妄自大，我赖以这种方式保护自己，终于等到一句：这不是我的错。
你年轻彪悍，我如果和你谈论战争，你大可以向我大抛莎士比亚，背诵“共赴战场，亲爱的朋友”，但你从未亲临战阵，未试过把挚友的头拥入怀里，看着他吸着最后一口气，凝望着你，向你求助。不要以为，我了解你。也许我可以通过“知识”来看你，但那不是你，除非你愿意谈谈你自己，否则我不知道你到底是谁
能够做自己的心想做的事，菲尔兹奖又算个什么。抄三句台词。1.你花一万五所受的教育用一块五就能在公共图书馆得到。2.你没离开过波士顿，问你艺术你可能会提出艺术书籍中的粗浅论调，有关米开朗基罗你知道的很多，但你不知道西斯庭教堂的气味，你从没站在那儿看着美丽的天花板...问战争你会引用莎士比亚的话，但你从没接近过战争，看着好友吐出最后一口气...而你只是看了我的一张画就认定了解我的全部，你把我的人生撕裂...
当他作为清洁工演算全世界只有两人懂解答的方程式，当他在酒吧用丰富历史知识与清晰逻辑思维对敌哈佛学子，当他恋爱与女主角吃饭时接吻，被子里缠绵，当他坚定地说我不爱你，当他遇到心理学教授，当他口出狂言，当他说起飞机趣事，当他痛哭，当他大笑。这是个没法让人不着迷的男人。
就是这种电影能让我心甘情愿哭，因为我心甘情愿跟着它煽情的脚步。"
布达佩斯大饭店 The Grand Budapest Hotel,8.8,全部 132732 条,"这不仅仅是一部电影，它是游戏，是童话，还是一件艺术品，将作者化的美学风格、形式感和怀旧的主题完美融合！无论从故事、剧作、主题和美学，它的辨识度都只属于自己，对于韦斯·安德森的粉丝，这是杰作！
依然还是韦斯-安德森标志性的复古色调、悦耳配乐，神经兮兮的冷幽默。不像前作那么随意松散，《大饭店》故事紧凑、层层剥茧，而且居然有点“重口味”。也许只有韦斯-安德森才能把一个混合谋杀、越狱、械斗的故事拍得那么喜感。
保留了韦斯安德森独特的运镜构图色彩剪辑音乐特色的同时，故事的讲述和人物的塑造也同样成功。尤其production designer的各种空间营造，监狱，雪山缆车等已，不再是使影片风格化的辅助，而是直接参与叙事，大部分时间主角就像身处一个迷宫连环闯关游戏一样。一气呵成，爽就一个字
最后的彩蛋等啊等，那个小人出来时还挺嫌弃的，不知道他突然出来捣什么蛋，我等的是彩蛋…但随着小人伴着音乐越跳越欢脱，我也慢慢开始喜欢上他，以至于觉得后面根本不会有彩蛋了，于是更加爱他，跟着他high，舍不得他停下来…直到完全落幕。整个电影也是这样一种感受，优雅、欢乐而伤感…2014全年最爱
一张寄往旧时欧洲的精致明信片，L’Air de Panache的味道充斥整个屏幕，冷幽默和由慢至快的节奏依旧，尾声的高潮之后迷漫着令人惆怅的尾香。逝去的终将逝去，这童话式的一瞥令人难忘。"
海蒂和爷爷 Heidi,9.2,全部 67410 条,"人至善，景至美，故事细腻，淳朴动人，人生本该如此，温情永存，何惧苦难？
成功之处在于每个角色都很立体，都有优点缺点，海蒂不守规矩却天真可爱，克劳拉自私骄纵却优雅美丽，皮特淘气却耿直，爷爷脾气古怪却默默付出，女管家严厉却谨慎。山里的人没有那么朴实无华，“宫殿”里的人也没那么惟利是图。
这是一部被翻拍多次的剧本。小的时候看过秀兰邓波的版本，只记得阿尔卑斯的山景。不知为何，看过这部电影，仿佛回到了上个世纪，简单地剧本，没有特效，专注于人物的情感与内心。这才是艺术真正动人的地方。
有一些孩子只属于旷野 山林 和 自然。
而 每个人心中都有这样一个孩子。
疗愈 释放 重生 你需要拥有他 并 拥抱他。
with Katherine @ Elements
喜欢 很温馨 我泪点有点低"
勇敢的心 Braveheart,8.9,全部 66318 条,"有时候男人的一句嘶吼也可以让人流泪
freedom
里程碑式的电影
梅尔吉布森自导自演，斩获奥斯卡多项大奖。这部影片从史实角度看完全不及格，但从史诗角度看绝对堪称经典。童年苦情经历、爱情、复仇、战争、背叛、受刑等英雄片的元素齐集，配以高潮迭起的剧情和悠扬的苏格兰风笛，让人即使知道剧情与史实不符，也禁不住流泪。（8.5/10）
其中有一个场景很享受,大约是最后30分钟,华莱士的伙伴重新聚集力量,向其他人宣传华莱士召集士兵做战前准备，而华莱士独自一人登上高山顶峰,那一刻音乐背景画面以及心灵都异常的充实满足。因为这部电影爱上了苏格兰音乐，充满异域风情，风笛太好听了"
剪刀手爱德华 Edward Scissorhands,8.7,全部 114155 条,"除了JohnnyDepp 还能有谁能有那样的眼神？
有时候卑劣的人性才是剪刀。
爱德华的眼睛让人心疼
美好的东西注定只能潜藏在角落
佩格居住的小镇是画笔般彩色的，这里的人们好奇热情也多疑。爱德华获得明星般的关注，也在人类的世界遭遇讨伐。金对于他，永远只能是剪刀下冰雕的女神像，无法拥抱，无法守护。完美的悲剧童话，如同后来每年的雪。 "
阿凡达 Avatar,8.7,全部 141880 条," James Cameron闭上眼，全是电影的明天。
有一天,意中人会踏着飞着的大怪兽来救我.然后I see you...
阿凡达同时也揭示了女人的悲惨命运，主角与他的空中坐骑即是说明这个问题：选择她，她挣扎，插入她，她被俘获，甘心被他骑一辈子，众叛亲离之时，只有她在身边，魅影出现以后，她消失无踪，他再也没有寻找与过问。
特效震惊，3D感一般，但够真实，故事一般，创意度一般，世界观展示一般，但呈现效果牛逼至死，战斗场面热闹和精彩，但谈不上震惊，整体只能说，整体符合预期，这是它的优点，但没有意想不到的亮点是它的遗憾之处。推荐观看。
这电影的特效是自指环王以后见过的最令人惊艳的。我觉得可以打6星！去看的时候一定要去看3D版的。"
天使爱美丽 Le fabuleux destin d'Amélie Poulain,8.7,全部 135171 条,"看了心情会很好
浪漫到极至。
洋溢着法国人的性格风情
浓重的法国情调，舒缓，镜头语言动听。女主角漂亮。唯一的不足就是……这样的爱情会不会太作了？爱情就是门口经过的大巴，现在不上，以后都不能再上了……
浪漫到骨子里，忧郁，神经质，跳跃，文艺是很典型的法国电影啊！喜欢的人为它如痴如醉，不喜欢的人看的昏昏欲睡，两种极端。我只能说非常好，非常适合一遍一遍地欣赏。艾米丽是天使，拥抱世人，容纳那些不美好。"
摩登时代 Modern Times,9.3,全部 23486 条,"人的异化，极富前瞻性，即使放在今天看了依旧有着强烈的现实意义；卓别林是个极为矛盾的个体：一方面，他总是对社会那些最深入肌理的顽疾给予毫不留情的讽刺和抨击；另一方面，他也是个执拗的人性本善论者。
有些电影永远都有一个别名叫做——经典~~
经济萧条，失业严重，穷人潦倒，贫富不均，企业主压榨，社会混乱，体制不合理
永远的卓别林
卓别林系列儿时看得太多记不清谁是谁了……"
加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,8.7,全部 57322 条,"“因为地平线一直在那。你想到达那儿，但你永远到达不了。就是那样，遥不可及难以放弃。” 

在海岛的时候连看了三部，就记得第一部的剧情，2，3都忘记了
原创感十足，船长乃实在太美了！
放荡不羁的杰克船长，以海为家，以船为马的海盗们，那是属于你们的航海时代，升起骷髅旗，去远航吧！
在斯派罗（Sparrow）第一次出现的时候，主题音乐达到高潮，标示着他的到来。但对我来说，电影真正起飞的那一刻是在他第一次逃跑时，他抓起绳子，犹如荡秋千一般，向上,向下, 向外摆动, 我的心一直保持着那种愉快的状态，直到电影结束。"
致命ID Identity,8.8,全部 94913 条,"救命啊，金牛座遭遇大屠杀...
最不可能的那个人永远是最可能的
对阿婆的《无人生还》的一个相当有才的致敬。
哇！我是那个被剧透了也觉得好看的人，我好厉害！
又一部向阿婆《无人生还》致敬的电影，但是这种精神病题材很好写，就是怎么玄乎怎么来，根本不需要有逻辑，不需要交代凶手怎么装炸弹怎么把尸体弄没了的。不像阿婆写侦探小说就一定得把场给圆清楚，这样看来编剧的水平就高下立现了。"
喜剧之王 喜劇之王,8.7,全部 80929 条,"星星说“我养你啊”。张柏芝在回去的路上哭得浑身发抖。
周星星电影中最喜欢的一部
那时候的她无论多少流言蜚语都无所谓
又有什么？谁说一个跑龙套的不能爱上一个妓女？
戏梦人生，笑中带泪，好作品"
