,movie_name,grace,comments_number,hot_comments
66,让子弹飞,8.8,191648,"['叉着腰！牛着屄！嗨起来！', '承认爆米花式的好看不行么？别分析政治隐喻了不如去分析下百年孤独更给力。这次是冯小刚式的姜文，不是国产大师不是救世主，他是凡客。。。', '说姜文用力过猛的  那只能说明您受功不够 受用不起！影志老师在各方压力下更新短评 缓和了语气“姜文导演作品里最差的，远不如《阳光灿烂》和《鬼子来了》。”  难道这也是打一星的理由？您明知道阳光灿烂和鬼子来了都是中国影史经典  难道在您看来不如经典就是一星？！牛掰就别改短评！', '如果说电影是个男人，冯小刚不中看，张艺谋中看不给力，陈凯歌早泄，姜文纯爷们！', '要是姜文拍完这部电影就宣布退休，他会被封神。']"
67,海豚湾,9.3,58345,"['我觉得大部分看本片会有感的人，都不知道，中国的白暨豚已经灭绝8年了，也不会知道，长江里的江豚也仅剩1000左右了。与其感慨，咒骂日本人如何捕杀海豚，不如做些实际的事情，保护一下长江里的江豚吧，没几年，也将绝迹了。中国人做出来的事情，也不会比小日本好到哪儿去。', '我想知道的是 大地村那里的海豚屠宰场现在怎样？关闭了没有？当地的渔民是否还以屠宰海豚谋生？', '最具艺术感的纪录片。真相都真的让人难以想象，所以他们还在否认南京大屠杀。', '太煽情 太主观', '已经多久没有哭成这个样子了']"
68,西西里的美丽传说,8.9,115663,"['有人问我是讲什么的：一个青少年的性幻想和女人美到一个程度就会很悲惨（大概）。', '最喜欢一段：之前走路眼目躲闪低垂的她，在那一夜后将蓬松凌乱的头发染红，低胸黑色连衣裙，眼里全是看破之后的凌厉无畏，姿态轻佻却强韧无比，翘腿，叼一根烟于唇间，四下便倏忽忽如游鱼抢食般凑来十几只握着打火机的手。從頭到尾沒有一句臺詞。', '美丽无罪，不忍心看美丽在暴民政治下低头', '@贺炜：一个出色的女人，她的全部罪恶在于她过于出众，庸众总是想亲近她的，可是发现她高不可攀，于是流言四起，每个人都不遗余力，直到她被流言所伤，被生活击溃，被拉回庸众的行列，终于学会对周围人道声早安，大家才心安理得起来。于是，平庸又杀死了一个人。', '从13岁男孩眼里看到了人性的丑陋不堪，对特别美丽，又无所依傍的玛莲娜任意伤害，把她逼到绝境，不得已成为妓女，战后更是残酷暴虐把她逼离小镇，讽刺的是当一朵鲜花零落成泥后，她再一次和丈夫回到小镇时又用友善的一面对待。她终于不再美丽，不是异类，对她们没有威胁，沦为和她们同样普通。']"
69,情书,8.9,140616,"['从相恋开始准备看，分手后真的看成了\r\n', '你好吗？ 我很好。 你好吗？ 我很好。 你好吗？ 我很好。', '2000年，本人看得第一部文艺片，当时不知道啥是文艺片，表面上洋洋得意，认为自己算个文艺青年了，内心里无比的可惜那一块钱，因为本来是租《唐伯虎点秋香》去的。被人租走了才不得以看《情书》', '永远忘不了柏原崇倚在窗口的样子，他拿着一本书，低着头看，窗帘在他身后轻轻飘荡，抬起头，我看到了这个世纪末的美少年的干净美好。《情书》的就是经典的岩井俊二摄影风格，此后很多爱情片都有借鉴他的取景和摄影风格。', '「把名字一遍又一遍的写在借书卡上，反反复复看一张并不想知道答案的英文试卷，在告别之前偷偷的把你画在借书卡背面，希望你有一天会知道，我喜欢你」整部电影的配乐都好伤感，女主角一人分饰两个性格不同的角色演绎的非常好，青春和暗恋的心情满点，话说岩井俊二的每部电影里都有几个无厘头的奇怪角色']"
70,拯救大兵瑞恩,9.0,52044,"['为什么看中国战争片就感觉high得不行真想打一仗，看外国战争片就觉得战争真可怕和平多好啊。。。。再不在吃饭的时候看战争片了，太胸闷了。', '值不值得，什么又叫值得。', '看到结尾Hanks无力地对着迎面驶来的坦克，内奔……', '其实电影非常的棒，但是道理和萤火虫之墓地一样．因为实在太真实，让人难受．看到一半就缩到了角落里，再也不想看下去．', '我对它的喜欢游离在主题之外']"
71,小鞋子,9.2,53417,"['没有一点刻意、展览、景观，老老实实地拍，可就是能抓人，令人反思——电影真的需要那些东西么？最后那个金鱼池的场景甚至带点禅意，又那么平凡朴实，让整个片子顿时通透明澈，怎么会这么好！', '小演员表情无敌，故事朴素真挚，比赛一段过分煽情，结尾收得真漂亮。', '去年从以色列乘车去巴勒斯坦，一过国界线简直是两个世界。犹太人的地方干净富裕，阿拉伯城市就垃圾满地，乌鸦乱飞。很多小孩子拿着矿泉水和粗糙的纪念品追着我们叫卖，都是长睫毛大眼睛很漂亮的孩子。晚上看新闻，巴勒斯坦又被战机轰炸死了70多个人，真他妈难受的什么也不想说了。', '身体欠佳妈妈让孩子给疲惫的爸爸倒茶，富人爷爷给认真工作的爸爸丰厚报酬，富人弟弟和哥哥一起开心玩耍，爸爸赚了钱想给妈妈买电熨斗，哥哥想跑步比赛给妹妹赢得一双鞋，老师为经常迟到的哥哥求情继续上学，妹妹把心爱的鞋子让给另一可怜人家的女儿，这另一可怜的女儿把捡到的漂亮铅笔还给妹妹……', '很少接触伊朗电影，这个是在CCTV-6看的。拍得很纯真，很感人~~']"
72,音乐之声,9.0,47258,"['真希望世界像它描述的那么美好', '不知看过多少遍的经典 阿尔卑斯山脚美如画 纯真美好得不行', '居家旅行必备良药~', '主题的音乐很好听，但可能是距离现在太久了，不太符合现在人的审美，感觉还好吧。', '音乐剧中最经典的了吧，难以超越，里面的音乐至今仍广为流传。']"
73,美国往事,9.2,55816,"['一年多以后，我将它从四星改为了五星，期间未曾多看一遍。', '他的一生，是关于几个出生入死的兄弟，和一个美轮美奂的姑娘', '以前看的时候并不能完全理解这部电影，电影里太多的内容让自己并不能一下子就可以消化得了。重看这部近四个小时的电影，没有觉得半点枯燥沉闷，好似在翻阅一本浑厚的小说，一生中所有最重要的东西都在里面，值得慢慢回味……★★★★★', '史诗叙事大师笔法，黄昏已近青春已远。而今男人的理想已改变太多。配乐绝佳。', '闷得我喘不过气来。\r\n价值与时间，成长与背叛。\r\n还是难得这么有力量的片子。']"
74,穿条纹睡衣的男孩,9.1,68954,"['""突然镜头换到那扇黑色大门前，慢慢拉远。 \n如果你哭了。是为BRUNO对吗？ \n那么，shmul呢？""', '你还当这是一场游戏么？', '大半夜很容易走进情绪，最后的结局压抑得我说不出话。最可怕的教育是价值观的强行灌输，而最可怕的价值观是被一件条纹睡衣分割，看着姐姐满墙的贴画真是触目惊心的疼。', '感动我的是孩子的勇气，强大的勇气。', '每一个""纳粹""的孩子, 上辈子都是折翼的天使']"
75,致命魔术,8.9,103281,"['诺兰是一个伟大的魔术师，谜底都在变小鸟那个魔术里了。。', '本片最大的看点其实是用Angier和Borden的幻术竞争来影射历史上Edison和Tesla的直流电与交流电之争。《记忆碎片》、《致命魔术》和《盗梦空间》基本上一个套路嘛。如果Nolan拍片子总是用这种捣蒜的方式讲故事的话，看多了真觉得没啥意思了。', '第二遍才发现其实那个小男孩说小鸟的时候已经道出了玄机 撒~撒~', '黑寡妇勾引完金刚狼勾引蝙蝠侠，最后玩腻了一走了之', '说穿了不管是孪生兄弟还是复制人，让他们对舞台上的成功如此痴迷的不过是观众脸上惊奇的表情和如雷的掌声。当我们一直生活在需要别人给予肯定的怪圈之下，我们就迷失了当初的自己。']"
76,七宗罪,8.8,96682,"['里面的布拉德皮特帅的掉渣……', '因为看的年代晚了 所以惊喜全无～', '2。7星。结局的小巧妙无法改变整体的不巧妙。', '从它开始喜欢上摩根弗里曼', '整个片子营造一种阴暗的氛围，好像在衬托主题和基调。可是事实上，除了几幕血腥恶心场景外，实在没什么可圈可点的地方了。而且片子中还有好多地方模糊暧昧，模棱两可。人物刻画也不够深刻。最后的结局部分，谁证明那个纸盒里面一定是小警察老婆的人头？而且，即使是，老头如果真想阻止小警察开枪的话，']"
77,低俗小说,8.8,104516,"['太正点了，那妞。。。\n', '你的漫漫人生，我有多少戏份', '文森特你不要总是在关键时刻上厕所啊喂', '昆汀有三宝，恋足，逼叨，配乐屌。', '不要在上厕所的时候看书  不要过量吸毒 不要把枪放在厕所门口']"
78,绿皮书,8.9,260364,"['让人印象最深的片段是他们的车在南部的乡间小路上抛锚，和田里劳作的黑奴对视的那一幕，无声却发出巨响。', '肤色、阶层、性格和性取向天差地远的两个男人，因为音乐而结缘，因为公路旅行而成为一生朋友。有时候才华并不够，还需要勇敢，推倒心中那面墙才能开门见山。电影就像一颗绿色小石子，投入黑白分明的美国社会，激起轻小而美丽的涟漪。虽然有刻意营造的温暖感，但我就是愿意买单~！', '“世界上孤独的人都害怕迈出第一步” 从最开始的矛盾抵触、到被迫站到一边慢慢调和、甚至最后的惺惺相惜，这不是一趟抛开歧视的旅途，而是两个孤独的人从彼此身上看到另一个世界，一个更真实的世界。纵使有太多不同，种族的、阶层的、贫富的，都可以在这一场春风化雨、淡入心灵的结伴同行中，化干戈为玉帛。“爱上你是件毫不费事的事情”、“如果我不够白，也不够gay，又不够男人，那么你告诉我，我到底是谁”…唐·谢利为托尼...', '赶走偏见不是靠鸣枪，赢得尊重不是靠拳头。为了如厕宁可折返，为了用餐甘愿罢演，受到霸凌不视为侮辱而视为考验，受到恩惠不视为荣耀而视为耻辱。南方劳作的黑奴看到路边的他衣冠楚楚，如同一个预言。一家上流餐厅，一间宽敞厕所，一个高档试衣间都没能容纳下的东西，却装进了一方绿色车厢，勇敢上路。', '这部电影的厉害之处就是剧本扎实，在人物塑造和细节上非常出彩。这趟一路向南的旅程到最后也不能让Dr. Don Shirley证明自己在白人心中的地位，他身陷孤独境地也没人帮得了他，除非他自己跟自己和解，自己去完成一场关于自我的救赎。它并没有刻意说教的去讲什么，但每个人都能从中看到不同时代某些群体的遭遇，不仅仅是黑人和白人这么简单。这部电影的主题正如片中那句点睛的台词所说的，因为天才还不够，唯有勇气才...']"
79,沉默的羔羊,8.8,79813,"['最后一个镜头与T-Bag神似!电影一般,不过汉尼拔越狱那段非常精彩!看评论有人自作聪明的评论这段屋子里怎么没有监视器?是电影一个致命BUG.明显故事背景时间没搞清楚,还不如说在汉尼拔身上植入一个GPS呢.', 'T-BAG出现之前，安东尼大叔一直是我的绝对偶像。', '一直都没看过，今天总算看了。好看吗？为什么我觉得好弱？中间还睡着一次，可能是年纪大了。', '面对阴险、深邃、睿智的眼神，面对善良、疑惑、稚嫩的眼神，我同时看到了一丝迷茫与矛盾，对人性理解上的茫然，对自己内心世界与离经叛道的行为的矛盾辩解，他们对自身性格的了解都是那么的缥缈，这也许就是两人吸引对方的共通点吧！ ', 'Jodie Foster太美了天哪我都要心动了！']"
80,蝴蝶效应,8.8,103375,"['阿什顿·库彻演技平庸，技巧浮夸，呲牙咧嘴、毫无特色。为什么他还老接到好剧本。', '剧情的细节设计过于完美，以至于反而是最基本的动机设计薄弱了些。我也很想像女主角最初质问男主角那样质问一下编剧：既然男主角真的这么爱女主角，爱到不惜勒死自己也要让她获得幸福的地步，那为什么他离开女主角七年，却甚至一个电话都没给她打过（而且似乎性生活也挺美满的）？', '命中注定的事情，释然去面对吧，放下过去，才有未来…即便你握着人生遥控器，也未必能遥出一个完美的人生。', '前半段是“诱惑肌肤”，后半段是“疾走罗拉”。通过大脑开外挂，不断拓扑出各种现实，最后一步步修正回原点。你无法改变一个人又不毁掉他。软科幻，硬惊悚，震撼结尾。', '这部片一定要看导演剪辑版！最后的胎儿简直震撼人心！！！然后还特地追了几个不同版本的结局，其实也挺各有千秋的！']"
81,被嫌弃的松子的一生,8.9,134381,"['松子的生命力真顽强，每次说着“我觉得人生完了”，但是又都站了起来，当然，那时候她多么年轻，还有时间，还有爱。可惜正常的人生还是可望不可及，无非想被爱和爱人，但是不止寡情会辜负人，浓情同样也会。她总是在忍受，即便挨打，也还是要坚持在一起，留着希望，也许这也是一种方式的被重视吧，聊胜于无。是呀，为了被重视，她不断的去讨好别人，用鬼脸、用身体、用爱，但是那雪地上的一击，任谁都会被打垮吧，所以她不再反抗了...', '这个故事是对“少女情怀”赤裸裸的嘲讽！', '【就算被打，也比孤独一人好】如果单拎出一段来看，一定会被浓烈的色彩、童话般的氛围和OST给骗了，其实这是一个在讲述“破碎”的故事，为了取悦别人松子不断的付出着钱财肉体灵魂乃至一切，可生活的变故却让她不断的破灭破灭再破灭，但她还是一次次站起来了，为松子鼓掌，操他妈的生活。', '她只是怕寂寞……', '如果上帝像姑姑一样让人欢笑，给人打气，爱别人，自己却总是伤痕累累，完全不擅打扮，傻到透顶。如果上帝就像姑姑那样，我倒愿意信仰他。']"
82,春光乍泄,8.9,85038,"[' 张国荣死后，有一个女荣迷，在网上发了一片贴子，说到自己看到梁朝伟的情形，有一次梁朝伟到内地来演出，等演出完毕后她守在他出门的必经之路，等看到他和一群人走来，她便大声的哭喊道：“黎耀辉，你还记不记得何宝荣？”梁朝伟听到她的喊叫，停下来，朝她这个方向看来，然后点了点头，急匆匆地走了', '我敲诈你，人质是我自己', '总是觉得，站在瀑布下的应该是两个人。', '爱到极至，就是两个人的互相折磨。', '他说，不如我们从头来过。']"
83,禁闭岛,8.8,110708,"['非阴谋结局 泰迪确实病了 最后泰迪是被治好了 但他不愿活在痛苦中 因而假装自己又犯病了而去做切除手术', '我打4.5星，不能得5星的原因是，电影有些长…… 故事很好，每个转折点都很清晰，故事就像《本能》一样，到最后一分钟揭晓大结局给人惊喜。说不好看的同学，大概没有注意结尾。因为谜题的揭晓，是在影片结尾莱昂纳多说的一句话里。', '这部电影所讲的是：<1>.我们没有面对自己的地方，就会成为我们的命运。——荣格 2. 我们相信什么，什么就是我们的命运。\r\n\r\n', '他到底会像怪物一样活着，还是会像好人一样死去呢？', '与其说中庸，不如说是平庸']"
84,心灵捕手,8.9,81420,"['经历没有埋没我的才华，却抹杀了我应有的自信，我被吓坏了，成长出一腔的狂妄自大，我赖以这种方式保护自己，终于等到一句：这不是我的错。', '我每天到你家接你，我们出去喝酒笑闹，那很棒是我一天中最棒的时刻，只有十秒，从停车到你家门口，每次我敲门，都希望你不在了，不说再见，什么都没有，你就走了，我懂得不多，但我很清楚。 ', '能够做自己的心想做的事，菲尔兹奖又算个什么。抄三句台词。1.你花一万五所受的教育用一块五就能在公共图书馆得到。2.你没离开过波士顿，问你艺术你可能会提出艺术书籍中的粗浅论调，有关米开朗基罗你知道的很多，但你不知道西斯庭教堂的气味，你从没站在那儿看着美丽的天花板...问战争你会引用莎士比亚的话，但你从没接近过战争，看着好友吐出最后一口气...而你只是看了我的一张画就认定了解我的全部，你把我的人生撕裂...', '心理学教授明显的INFP，数学教授则有些INTJ。至于天才少年大概是INTP。有些人天生就幸运，拿了一手好牌。而大部分的我们却只能努力把自己的烂牌打好。如果你可以自由选择做任何事，你会做什么？也许那才是你真正想做的——如果说天才类题材有其现实意义的话', '居然是Gus Van Sant的片子.本和达蒙的剧本不错,“你不了解真正的失去，唯有爱别人胜于爱自己才能体会。”""我若跟你谈美术,你只能引用美术专著空谈理论,但你连梵蒂岗的气味也不知吧,你没试过站在那儿,昂首眺望天花板上的名画吧;如果我问你女人的事,你大可以向我如数家珍,但你没法说出在女人身边醒来时,那份内心的真正喜悦;我如果和你谈战争,你会向我大抛莎士比亚,朗诵十四行诗,可是你从未亲临战争,未试...']"
85,布达佩斯大饭店,8.8,133059,"['这不仅仅是一部电影，它是游戏，是童话，还是一件艺术品，将作者化的美学风格、形式感和怀旧的主题完美融合！无论从故事、剧作、主题和美学，它的辨识度都只属于自己，对于韦斯·安德森的粉丝，这是杰作！', '依然还是韦斯-安德森标志性的复古色调、悦耳配乐，神经兮兮的冷幽默。不像前作那么随意松散，《大饭店》故事紧凑、层层剥茧，而且居然有点“重口味”。也许只有韦斯-安德森才能把一个混合谋杀、越狱、械斗的故事拍得那么喜感。', '未見過Wes如此有野心,將作者風與故事及內涵融合得非常出色,一層層的敘事模式,畫面1:85進2:35再進4:3,大量電影語言,有搞笑有奇情有懷舊有懸疑有驚慄有黑色幽默最重要有那份人性真情,明明是喜劇但最後結尾一段傷感的況味揮之不去,目前Wes處理得最成熟,圓渾之作!', '刺激的色彩，独特的人物，湍急的镜头运动起飞的节奏，停不下来的爽与赞。对于这样的导演，不论多么细微的角色，演员都会愿意接受，因为最细微的角色，也有足够的个性，让观众记住。', '“微弱的文明之光，仍存留在这野蛮的屠场里，这就是人性。”——维斯·安德森致敬斯蒂芬·茨威格，小清新的故事里注入了大历史的情怀。']"
86,海蒂和爷爷,9.2,67953,"['人至善，景至美，故事细腻，淳朴动人，人生本该如此，温情永存，何惧苦难？', '小姑娘很有灵气，给人的感觉就好像天生属于大山，光着脚奔跑在花草山峦中，风般轻盈，鸟儿般欢乐。电影中的感情都很真挚，也很友善，没有绝对的坏人，而且大家到最后都得到了所希望的幸福，这种幸福让观众看着也幸福。', '今年第一个惊喜！可能有点偏儿童，但绝对老少皆宜。小姑娘呀，你可千万别长残了', '愿意穷尽这一生，去守护海蒂洁白无瑕的笑容。Peter失手推下山的轮椅，反而成了帮助Klara重新站起来的助力，真的给人一种生命的美好会创造无限miracle的感觉。“If something in life brings you joy, then you simply have to do it, regardless of what people say.”', '5颗星完全不够用']"
87,勇敢的心,8.9,66427,"['所有的人都会死，但并不是每一个人都活的有意义。', 'Freedom！自由从未来得这么震撼心灵过~~', '被曲解的历史，詹姆斯霍纳的巅峰配乐', '生命诚可贵，自由价更高。', '自由就是这么来的，可奴隶也是这么来的。']"
88,剪刀手爱德华,8.7,114412,"['孤独本是生命的常态', 'JohnnyDepp最经典的一部片.\r\n很美丽的童话.\r\n那个孤独而美丽的爱德华让我至少哭了两遍!', '童话真美好 现实太聒噪', '感觉情绪还没酝酿好就结束了。失望。', '这片居然没有修复版！即使在TB的作品中，这都算得至纯真的一部。发明家死的时候Ed弄坏了原本是要送他作为圣诞礼物的人造手，他试图抚摸至亲的脸却只留下血痕<--姐的泪点在这里。想不到这次边上有人几乎同时开哭，而且哭得好大声。灯亮之后发现那是个清朗的白发大叔，好可爱']"
89,阿凡达,8.7,142102,"['当所有美国大片都开始炫耀自己的视觉效果时，詹姆斯卡梅隆只是坐在阴暗的角落里冷笑，然后抛出这么一部让所有人感慨“操，真他妈牛逼啊！”的电影。', '回归电影的最初，让观者惊叹，让观者感动，让观者开心，让观者落泪。“阿凡达”告诉你：让电影为你造梦！', '全宇宙也就天朝的钉子户最弱势了。\n潘多拉版风中奇缘。另外我buy所有生物都是生态网络中相互连接的神经元这个idea。', '卡梅隆用顶尖的CG和3D技术创造了天神下凡似的巨作。', '所有3D片给我的感受都是一个样：戴两副眼镜真累，剧情真EASY，随随便便就完了。']"
90,天使爱美丽,8.7,135457,"['左上唇，右脸颊，左眼，右后脖颈。', '洋溢着法国人的性格风情', '看名字就不怎么想看的一部片子，果然片子色彩那么美，女主角长得也不错，性格很萝莉，但就是不喜欢。她整水果摊老板的手段太刻薄了', '浓重的法国情调，舒缓，镜头语言动听。女主角漂亮。唯一的不足就是……这样的爱情会不会太作了？爱情就是门口经过的大巴，现在不上，以后都不能再上了……', '浪漫到骨子里，忧郁，神经质，跳跃，文艺是很典型的法国电影啊！喜欢的人为它如痴如醉，不喜欢的人看的昏昏欲睡，两种极端。我只能说非常好，非常适合一遍一遍地欣赏。艾米丽是天使，拥抱世人，容纳那些不美好。']"
91,摩登时代,9.3,23578,"['有些电影永远都有一个别名叫做——经典~~', '开头工厂那段真是创意十足，后面就弱了点了', '如果电影不曾有过卓别林，该会是一个多么无趣的世界。光前30分钟就让我几度笑岔了气。荒谬有理，喜谑至极！', '当人不再是人，而是机器', '大时代里的小人物，可悲可叹可怜。夸张的表演，展现那个时代中苦不堪言的资本主义国家的底层阶段，从笑声中看到当时社会现实，结局时主角相依微笑走向远方却又给观众留下希望。无论是表演力还是影片所传达的思想均足以让百年后的今天羞愧']"
92,加勒比海盗,8.7,57429,"['讲个小故事吧，有个小女孩给JohnnyDepp写信，希望他带着他的部下去学校铲除校长，于是JohnnyDepp打电话给学校，让学校把学生带到礼堂，这时候JohnnyDepp带着演员么冲上舞台，全场欢呼。嗯，我爱如此感人的故事', '我看了六遍.好不好已经和商业无关了.', '杰克船长就是海盗版的夏明朗有木有！！Depp真是为这种妖孽至极的角色而生的！', '“因为地平线一直在那。你想到达那儿，但你永远到达不了。就是那样，遥不可及难以放弃。” \r\n', '在斯派罗（Sparrow）第一次出现的时候，主题音乐达到高潮，标示着他的到来。但对我来说，电影真正起飞的那一刻是在他第一次逃跑时，他抓起绳子，犹如荡秋千一般，向上,向下, 向外摆动, 我的心一直保持着那种愉快的状态，直到电影结束。']"
93,致命ID,8.8,95103,"['最不可能的那个人永远是最可能的', '吓得我都要人格分裂了！！！以后打死都不要再看恐怖烧脑片！！！！！', '本以为是娱乐片，却是一部精彩的悬疑片，和《记忆碎片》一样，不到结尾不见真相。前段或许有些老套，但进行到中段的解谜阶段就很紧张了，后面的真相揭开后，又将剧情推向一个让人瞠目结舌的高潮，难得的是在结尾，居然再次给了观众心灵一记刺痛。善与恶，原本就是一体的。 PS:1.以罪犯幻想之情节名义给剧本许多地方逻辑推理不足找到了借口2.Mhotel又有何寓意呢3.对影片营造的黑夜，阴冷，潮湿氛围很中意last....', '和多种人格有过的惊悚片还是很好看，前半部分有点乱，导演不会拍杀人，也不会拍被杀，感觉类似场面既不震撼，也不后怕。约翰.库萨克是个很奇怪的演员，有亲和力，有演技、很敬业，就是记不住他的五官', '哇！我是那个被剧透了也觉得好看的人，我好厉害！']"
94,喜剧之王,8.7,81195,"['以前看的时候，电影里真正隐含的意思我都不懂，但当我慢慢长大，经历的东西越来越多的时候，再回顾这些，我能领悟到星爷电影里人生的真谛，同理也可以套用在《大话西游》。ps，每次看到那句“我养你啊！”都会毫无疑问的飙泪。★★★★☆', '我最讨厌别人不擦润唇膏了！每次看到嘴上干裂起皮都忍不住想要亲上去！所以你要多擦一点润唇膏啊！你到底要不要我给你擦润唇膏！——好喜欢这一段，那时的张柏芝漂亮的无法用笔墨形容，脚趾甲上涂着五彩的颜色，小巧的下巴和明亮的眼，根本就是个小妖孽。【MD电影短评怎么字数限制这么短！】', '星爷最好的三部电影之一。', '“去哪里啊？”“回家。”“然后呢？”“上班咯。”“不上班行不行？”“不上班你养我？”“嗨！”“又怎么了？”...“我养你啊。”“你先照顾好你自己吧，傻瓜。”接着张柏芝在计程车上哭成泪人，这一段真是演得太好太好了。', '星爷的电影走出了一条独辟蹊径的喜剧之路，以前只记住了他的无厘头，长大一点再回头看却看到了很多不一样的东西，略略理解了一些小人物卑微的挣扎。还有年轻的张柏芝是真的好看']"
95,断背山,8.8,91249,"['【剧透】你有一个挚爱你的人，但我不敢说你也挚爱着他，因为你有太多的怯懦。我当然知道你爱他，你哭着对那两件衬衣发誓，让我也跟着掉泪。只不过我还是会想：或许你更爱你自己。他死了，再也不能爱你了，你后悔了吗？', '这部电影于我，后劲很大', '这就是他们的命吧。李安说：人人的心中都有一座断背山。其实，不如说每个人都有回不去的地方。一个夏天的故事就是一辈子的回忆，因为这种不等式的交换才让他们生命的价值显得悲壮而又无奈。烟花已灭，埃尼斯与杰克都在黑暗之中，一开始看不清别人，也看不清楚自己，可慢慢的都习惯了。潮起潮落，有的人认命了，就飘飘荡荡地活着，有的人不肯认命，就挣扎地想抱一丝希望，无非是想多找到一点可以温暖的回忆。其实，不管怎样都是不容...', '看来我没有弯的潜质，一上来我就把攻受猜反了', 'He was a friend of mine.']"
96,幽灵公主,8.9,48233,"['宫骑骏就是个生态环保大师啊。', '他的作品中的思想深度和人文思考区别于其他浅薄的娱乐性动画片。', '老宫最宏伟的巨作', '给我无数思考和感动。', '都不知道在说些什么，但是受伤的时候很让人心疼']"
97,杀人回忆,8.8,85953,"['想到真凶可能会若无其事坐在电影院里面，与电影最后一个镜头里宋康昊含泪的双眼四目相对就觉得好惊悚', '一部很普通的电影。', '还好柯南最后没出来', '拍得非常好，是不是传说里的评价太好了，我竟然有点小失望，一直到片尾也没满足。', '又看了一遍，想当年第一次看这片时，我还恍惚觉得案子都没破就结束，什么玩意儿？！可多年过去，每一次重看，都更坚定地确定它的完美。一个没有找到凶手的故事，编导把它拍得悬疑跌宕而富有深意，看似普通实则卓尔不群，作为热爱电影的人，从这片里会深感电影的魅力']"
